timestamp, source,"url","data"
1646839370.075001, Browser, TLS,"vut.cz/","{'frameId': 0, 'method': 'GET', 'parentFrameId': -1, 'requestId': '173', 'tabId': 55, 'timeStamp': 1646839370075.001, 'type': 'main_frame', 'url': 'https://vut.cz/'}"
1646839370.200014, Browser, TLS,"www.vut.cz/","{'frameId': 0, 'method': 'GET', 'parentFrameId': -1, 'requestId': '173', 'tabId': 55, 'timeStamp': 1646839370200.0142, 'type': 'main_frame', 'url': 'https://www.vut.cz/'}"
1646839370.361944, Browser, TLS,"www.vut.cz/i/css/portal2018.css?ver=30","{'frameId': 0, 'initiator': 'https://www.vut.cz', 'method': 'GET', 'parentFrameId': -1, 'requestId': '174', 'tabId': 55, 'timeStamp': 1646839370361.9438, 'type': 'stylesheet', 'url': 'https://www.vut.cz/i/css/portal2018.css?ver=30'}"
1646839370.362115, Browser, TLS,"www.vut.cz/i/www_base/js/vutbox/vutbox.css?v=8","{'frameId': 0, 'initiator': 'https://www.vut.cz', 'method': 'GET', 'parentFrameId': -1, 'requestId': '175', 'tabId': 55, 'timeStamp': 1646839370362.115, 'type': 'stylesheet', 'url': 'https://www.vut.cz/i/www_base/js/vutbox/vutbox.css?v=8'}"
1646839370.362161, Browser, TLS,"www.vut.cz/i/www_base/css/icomoon/style.css?ver=24","{'frameId': 0, 'initiator': 'https://www.vut.cz', 'method': 'GET', 'parentFrameId': -1, 'requestId': '176', 'tabId': 55, 'timeStamp': 1646839370362.161, 'type': 'stylesheet', 'url': 'https://www.vut.cz/i/www_base/css/icomoon/style.css?ver=24'}"
1646839370.362207, Browser, TLS,"www.vut.cz/i/css/portal2018_vutpath.css?ver=23","{'frameId': 0, 'initiator': 'https://www.vut.cz', 'method': 'GET', 'parentFrameId': -1, 'requestId': '177', 'tabId': 55, 'timeStamp': 1646839370362.207, 'type': 'stylesheet', 'url': 'https://www.vut.cz/i/css/portal2018_vutpath.css?ver=23'}"
1646839370.362251, Browser, TLS,"www.vut.cz/i/www_base/lib_www/jquery/external/fancybox/jquery.fancybox.css","{'frameId': 0, 'initiator': 'https://www.vut.cz', 'method': 'GET', 'parentFrameId': -1, 'requestId': '178', 'tabId': 55, 'timeStamp': 1646839370362.251, 'type': 'stylesheet', 'url': 'https://www.vut.cz/i/www_base/lib_www/jquery/external/fancybox/jquery.fancybox.css'}"
1646839370.362298, Browser, TLS,"www.vut.cz/i/www_base/js/combobox/combobox.css?v=3","{'frameId': 0, 'initiator': 'https://www.vut.cz', 'method': 'GET', 'parentFrameId': -1, 'requestId': '179', 'tabId': 55, 'timeStamp': 1646839370362.298, 'type': 'stylesheet', 'url': 'https://www.vut.cz/i/www_base/js/combobox/combobox.css?v=3'}"
1646839370.362341, Browser, TLS,"www.vut.cz/i/www_base/lib_www/jquery/themes/teacher2/jquery-ui-1.9.2.custom.min.css","{'frameId': 0, 'initiator': 'https://www.vut.cz', 'method': 'GET', 'parentFrameId': -1, 'requestId': '180', 'tabId': 55, 'timeStamp': 1646839370362.3408, 'type': 'stylesheet', 'url': 'https://www.vut.cz/i/www_base/lib_www/jquery/themes/teacher2/jquery-ui-1.9.2.custom.min.css'}"
1646839370.36239, Browser, TLS,"www.vut.cz/i/www_base/css/autoCombo/autoCombo.css?ver=4","{'frameId': 0, 'initiator': 'https://www.vut.cz', 'method': 'GET', 'parentFrameId': -1, 'requestId': '181', 'tabId': 55, 'timeStamp': 1646839370362.3901, 'type': 'stylesheet', 'url': 'https://www.vut.cz/i/www_base/css/autoCombo/autoCombo.css?ver=4'}"
